"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US36001014801","Census Tract 148.01; Albany County; New York","2695","16",
"1400000US36001014802","Census Tract 148.02; Albany County; New York","1798","222",
"1400000US36001014803","Census Tract 148.03; Albany County; New York","3207","14",
"1400000US36003940200","Census Tract 9402; Allegany County; New York","0","13",
"1400000US36003950100","Census Tract 9501; Allegany County; New York","2394","228",
"1400000US36003950300","Census Tract 9503; Allegany County; New York","5075","332",
"1400000US36003950401","Census Tract 9504.01; Allegany County; New York","1627","193",
"1400000US36003950402","Census Tract 9504.02; Allegany County; New York","2198","306",
"1400000US36003950500","Census Tract 9505; Allegany County; New York","3820","199",
"1400000US36003950600","Census Tract 9506; Allegany County; New York","3334","371",
"1400000US36003950700","Census Tract 9507; Allegany County; New York","3735","399",
"1400000US36003950800","Census Tract 9508; Allegany County; New York","6821","258",
"1400000US36003950900","Census Tract 9509; Allegany County; New York","3816","388",
"1400000US36003951000","Census Tract 9510; Allegany County; New York","3075","403",
"1400000US36003951100","Census Tract 9511; Allegany County; New York","3626","368",
"1400000US36003951201","Census Tract 9512.01; Allegany County; New York","2332","249",
"1400000US36003951202","Census Tract 9512.02; Allegany County; New York","2237","252",
"1400000US36003951301","Census Tract 9513.01; Allegany County; New York","1105","111",
"1400000US36003951302","Census Tract 9513.02; Allegany County; New York","2027","203",
"1400000US36005000100","Census Tract 1; Bronx County; New York","4446","616",
"1400000US36005000200","Census Tract 2; Bronx County; New York","4870","621",
"1400000US36005000400","Census Tract 4; Bronx County; New York","6257","982",
"1400000US36005001600","Census Tract 16; Bronx County; New York","6177","618",
"1400000US36005001901","Census Tract 19.01; Bronx County; New York","2181","258",
"1400000US36005001902","Census Tract 19.02; Bronx County; New York","1883","458",
"1400000US36005001903","Census Tract 19.03; Bronx County; New York","0","13",
"1400000US36005001904","Census Tract 19.04; Bronx County; New York","0","13",
"1400000US36005002001","Census Tract 20.01; Bronx County; New York","4461","851",
"1400000US36005002002","Census Tract 20.02; Bronx County; New York","3915","1011",
"1400000US36005002300","Census Tract 23; Bronx County; New York","4528","596",
"1400000US36005002400","Census Tract 24; Bronx County; New York","0","13",
"1400000US36005002500","Census Tract 25; Bronx County; New York","5642","741",
"1400000US36005002701","Census Tract 27.01; Bronx County; New York","3335","534",
"1400000US36005002702","Census Tract 27.02; Bronx County; New York","5000","593",
"1400000US36005002800","Census Tract 28; Bronx County; New York","5230","763",
"1400000US36005003100","Census Tract 31; Bronx County; New York","2559","436",
"1400000US36005003300","Census Tract 33; Bronx County; New York","3559","654",
"1400000US36005003500","Census Tract 35; Bronx County; New York","3899","922",
"1400000US36005003700","Census Tract 37; Bronx County; New York","331","168",
"1400000US36005003800","Census Tract 38; Bronx County; New York","1182","172",
"1400000US36005003900","Census Tract 39; Bronx County; New York","6227","1225",
"1400000US36005004001","Census Tract 40.01; Bronx County; New York","1409","285",
"1400000US36005004100","Census Tract 41; Bronx County; New York","6583","1267",
"1400000US36005004200","Census Tract 42; Bronx County; New York","8179","1033",
"1400000US36005004300","Census Tract 43; Bronx County; New York","5627","680",
"1400000US36005004400","Census Tract 44; Bronx County; New York","4592","598",
"1400000US36005004600","Census Tract 46; Bronx County; New York","1763","396",
"1400000US36005004800","Census Tract 48; Bronx County; New York","4261","601",
"1400000US36005005001","Census Tract 50.01; Bronx County; New York","4565","551",
"1400000US36005005002","Census Tract 50.02; Bronx County; New York","6466","1068",
"1400000US36005005100","Census Tract 51; Bronx County; New York","6492","1118",
"1400000US36005005200","Census Tract 52; Bronx County; New York","1931","298",
"1400000US36005005300","Census Tract 53; Bronx County; New York","5379","769",
"1400000US36005005400","Census Tract 54; Bronx County; New York","5715","798",
"1400000US36005005600","Census Tract 56; Bronx County; New York","2311","318",
"1400000US36005005902","Census Tract 59.02; Bronx County; New York","2938","610",
"1400000US36005006000","Census Tract 60; Bronx County; New York","1297","380",
"1400000US36005006100","Census Tract 61; Bronx County; New York","3868","735",
"1400000US36005006200","Census Tract 62; Bronx County; New York","6217","928",
"1400000US36005006301","Census Tract 63.01; Bronx County; New York","5845","1004",
"1400000US36005006302","Census Tract 63.02; Bronx County; New York","0","13",
"1400000US36005006400","Census Tract 64; Bronx County; New York","3928","567",
"1400000US36005006500","Census Tract 65; Bronx County; New York","5627","1035",
"1400000US36005006700","Census Tract 67; Bronx County; New York","6777","1746",
"1400000US36005006800","Census Tract 68; Bronx County; New York","2493","627",
"1400000US36005006900","Census Tract 69; Bronx County; New York","7118","1213",
"1400000US36005007000","Census Tract 70; Bronx County; New York","3869","578",
"1400000US36005007100","Census Tract 71; Bronx County; New York","2872","454",
"1400000US36005007200","Census Tract 72; Bronx County; New York","6176","958",
"1400000US36005007300","Census Tract 73; Bronx County; New York","4444","646",
"1400000US36005007400","Census Tract 74; Bronx County; New York","3192","568",
"1400000US36005007500","Census Tract 75; Bronx County; New York","6670","816",
"1400000US36005007600","Census Tract 76; Bronx County; New York","5109","687",
"1400000US36005007700","Census Tract 77; Bronx County; New York","2166","540",
"1400000US36005007800","Census Tract 78; Bronx County; New York","6241","792",
"1400000US36005007900","Census Tract 79; Bronx County; New York","7086","1021",
"1400000US36005008300","Census Tract 83; Bronx County; New York","6564","951",
"1400000US36005008400","Census Tract 84; Bronx County; New York","2811","621",
"1400000US36005008500","Census Tract 85; Bronx County; New York","5746","575",
"1400000US36005008600","Census Tract 86; Bronx County; New York","4304","851",
"1400000US36005008700","Census Tract 87; Bronx County; New York","6677","815",
"1400000US36005008900","Census Tract 89; Bronx County; New York","3239","444",
"1400000US36005009000","Census Tract 90; Bronx County; New York","3692","609",
"1400000US36005009200","Census Tract 92; Bronx County; New York","5959","803",
"1400000US36005009301","Census Tract 93.01; Bronx County; New York","5066","1017",
"1400000US36005009302","Census Tract 93.02; Bronx County; New York","463","288",
"1400000US36005009600","Census Tract 96; Bronx County; New York","2740","388",
"1400000US36005009800","Census Tract 98; Bronx County; New York","4715","665",
"1400000US36005011000","Census Tract 110; Bronx County; New York","0","13",
"1400000US36005011502","Census Tract 115.02; Bronx County; New York","4242","892",
"1400000US36005011701","Census Tract 117.01; Bronx County; New York","1509","270",
"1400000US36005011702","Census Tract 117.02; Bronx County; New York","0","13",
"1400000US36005011800","Census Tract 118; Bronx County; New York","5798","786",
"1400000US36005011900","Census Tract 119; Bronx County; New York","6159","919",
"1400000US36005012101","Census Tract 121.01; Bronx County; New York","3415","463",
"1400000US36005012102","Census Tract 121.02; Bronx County; New York","1337","360",
"1400000US36005012300","Census Tract 123; Bronx County; New York","4915","1039",
"1400000US36005012500","Census Tract 125; Bronx County; New York","4030","722",
"1400000US36005012701","Census Tract 127.01; Bronx County; New York","2460","539",
"1400000US36005012901","Census Tract 129.01; Bronx County; New York","5469","1023",
"1400000US36005013000","Census Tract 130; Bronx County; New York","1262","426",
"1400000US36005013100","Census Tract 131; Bronx County; New York","4822","617",
"1400000US36005013200","Census Tract 132; Bronx County; New York","7249","983",
"1400000US36005013300","Census Tract 133; Bronx County; New York","6038","1001",
"1400000US36005013500","Census Tract 135; Bronx County; New York","3125","622",
"1400000US36005013800","Census Tract 138; Bronx County; New York","2969","461",
"1400000US36005014100","Census Tract 141; Bronx County; New York","7133","772",
"1400000US36005014300","Census Tract 143; Bronx County; New York","1715","301",
"1400000US36005014400","Census Tract 144; Bronx County; New York","6253","844",
"1400000US36005014500","Census Tract 145; Bronx County; New York","6425","1308",
"1400000US36005014701","Census Tract 147.01; Bronx County; New York","5645","1217",
"1400000US36005014702","Census Tract 147.02; Bronx County; New York","5232","953",
"1400000US36005014900","Census Tract 149; Bronx County; New York","4917","1089",
"1400000US36005015100","Census Tract 151; Bronx County; New York","5143","861",
"1400000US36005015200","Census Tract 152; Bronx County; New York","2666","393",
"1400000US36005015300","Census Tract 153; Bronx County; New York","4161","647",
"1400000US36005015500","Census Tract 155; Bronx County; New York","2943","620",
"1400000US36005015700","Census Tract 157; Bronx County; New York","5520","751",
"1400000US36005015800","Census Tract 158; Bronx County; New York","1461","299",
"1400000US36005015900","Census Tract 159; Bronx County; New York","2218","561",
"1400000US36005016000","Census Tract 160; Bronx County; New York","3903","565",
"1400000US36005016100","Census Tract 161; Bronx County; New York","4490","662",
"1400000US36005016200","Census Tract 162; Bronx County; New York","1826","345",
"1400000US36005016300","Census Tract 163; Bronx County; New York","0","13",
"1400000US36005016400","Census Tract 164; Bronx County; New York","1029","208",
"1400000US36005016500","Census Tract 165; Bronx County; New York","1134","237",
"1400000US36005016600","Census Tract 166; Bronx County; New York","2417","377",
"1400000US36005016700","Census Tract 167; Bronx County; New York","3599","391",
"1400000US36005016900","Census Tract 169; Bronx County; New York","1894","271",
"1400000US36005017100","Census Tract 171; Bronx County; New York","0","13",
"1400000US36005017300","Census Tract 173; Bronx County; New York","6411","927",
"1400000US36005017500","Census Tract 175; Bronx County; New York","6116","900",
"1400000US36005017701","Census Tract 177.01; Bronx County; New York","4717","615",
"1400000US36005017702","Census Tract 177.02; Bronx County; New York","5480","846",
"1400000US36005017901","Census Tract 179.01; Bronx County; New York","5096","955",
"1400000US36005017902","Census Tract 179.02; Bronx County; New York","3816","930",
"1400000US36005018101","Census Tract 181.01; Bronx County; New York","3215","790",
"1400000US36005018102","Census Tract 181.02; Bronx County; New York","5453","910",
"1400000US36005018301","Census Tract 183.01; Bronx County; New York","4665","623",
"1400000US36005018302","Census Tract 183.02; Bronx County; New York","3680","639",
"1400000US36005018400","Census Tract 184; Bronx County; New York","4085","686",
"1400000US36005018501","Census Tract 185.01; Bronx County; New York","2783","564",
"1400000US36005018502","Census Tract 185.02; Bronx County; New York","6314","986",
"1400000US36005018900","Census Tract 189; Bronx County; New York","8460","1210",
"1400000US36005019300","Census Tract 193; Bronx County; New York","5933","908",
"1400000US36005019400","Census Tract 194; Bronx County; New York","2070","343",
"1400000US36005019500","Census Tract 195; Bronx County; New York","7143","1160",
"1400000US36005019700","Census Tract 197; Bronx County; New York","7830","1083",
"1400000US36005019900","Census Tract 199; Bronx County; New York","7496","1224",
"1400000US36005020000","Census Tract 200; Bronx County; New York","4935","626",
"1400000US36005020100","Census Tract 201; Bronx County; New York","3868","581",
"1400000US36005020200","Census Tract 202; Bronx County; New York","2578","346",
"1400000US36005020400","Census Tract 204; Bronx County; New York","3012","625",
"1400000US36005020501","Census Tract 205.01; Bronx County; New York","7271","1119",
"1400000US36005020502","Census Tract 205.02; Bronx County; New York","2605","403",
"1400000US36005020601","Census Tract 206.01; Bronx County; New York","2528","615",
"1400000US36005020900","Census Tract 209; Bronx County; New York","4867","713",
"1400000US36005021001","Census Tract 210.01; Bronx County; New York","7895","1009",
"1400000US36005021002","Census Tract 210.02; Bronx County; New York","7925","1500",
"1400000US36005021100","Census Tract 211; Bronx County; New York","6268","1164",
"1400000US36005021200","Census Tract 212; Bronx County; New York","4975","770",
"1400000US36005021301","Census Tract 213.01; Bronx County; New York","1323","550",
"1400000US36005021302","Census Tract 213.02; Bronx County; New York","5947","1038",
"1400000US36005021501","Census Tract 215.01; Bronx County; New York","4665","1015",
"1400000US36005021502","Census Tract 215.02; Bronx County; New York","6986","1287",
"1400000US36005021601","Census Tract 216.01; Bronx County; New York","4421","690",
"1400000US36005021602","Census Tract 216.02; Bronx County; New York","6093","696",
"1400000US36005021700","Census Tract 217; Bronx County; New York","5371","661",
"1400000US36005021800","Census Tract 218; Bronx County; New York","6037","1102",
"1400000US36005021900","Census Tract 219; Bronx County; New York","949","237",
"1400000US36005022000","Census Tract 220; Bronx County; New York","2142","444",
"1400000US36005022101","Census Tract 221.01; Bronx County; New York","4424","765",
"1400000US36005022102","Census Tract 221.02; Bronx County; New York","6143","869",
"1400000US36005022200","Census Tract 222; Bronx County; New York","3333","515",
"1400000US36005022300","Census Tract 223; Bronx County; New York","5447","793",
"1400000US36005022401","Census Tract 224.01; Bronx County; New York","2640","417",
"1400000US36005022403","Census Tract 224.03; Bronx County; New York","2998","420",
"1400000US36005022404","Census Tract 224.04; Bronx County; New York","4795","611",
"1400000US36005022500","Census Tract 225; Bronx County; New York","9093","1689",
"1400000US36005022701","Census Tract 227.01; Bronx County; New York","4876","491",
"1400000US36005022702","Census Tract 227.02; Bronx County; New York","1449","225",
"1400000US36005022703","Census Tract 227.03; Bronx County; New York","2050","614",
"1400000US36005022800","Census Tract 228; Bronx County; New York","5693","853",
"1400000US36005022901","Census Tract 229.01; Bronx County; New York","5466","747",
"1400000US36005022902","Census Tract 229.02; Bronx County; New York","3501","707",
"1400000US36005023000","Census Tract 230; Bronx County; New York","2773","606",
"1400000US36005023100","Census Tract 231; Bronx County; New York","1675","295",
"1400000US36005023200","Census Tract 232; Bronx County; New York","2378","349",
"1400000US36005023301","Census Tract 233.01; Bronx County; New York","4067","652",
"1400000US36005023302","Census Tract 233.02; Bronx County; New York","3746","711",
"1400000US36005023501","Census Tract 235.01; Bronx County; New York","3294","709",
"1400000US36005023502","Census Tract 235.02; Bronx County; New York","4455","841",
"1400000US36005023600","Census Tract 236; Bronx County; New York","1714","358",
"1400000US36005023702","Census Tract 237.02; Bronx County; New York","1156","480",
"1400000US36005023703","Census Tract 237.03; Bronx County; New York","5214","887",
"1400000US36005023704","Census Tract 237.04; Bronx County; New York","3750","612",
"1400000US36005023800","Census Tract 238; Bronx County; New York","2349","380",
"1400000US36005023900","Census Tract 239; Bronx County; New York","9197","1763",
"1400000US36005024000","Census Tract 240; Bronx County; New York","4575","762",
"1400000US36005024100","Census Tract 241; Bronx County; New York","6473","959",
"1400000US36005024300","Census Tract 243; Bronx County; New York","5062","785",
"1400000US36005024400","Census Tract 244; Bronx County; New York","2271","365",
"1400000US36005024501","Census Tract 245.01; Bronx County; New York","4737","668",
"1400000US36005024502","Census Tract 245.02; Bronx County; New York","3742","770",
"1400000US36005024600","Census Tract 246; Bronx County; New York","2041","355",
"1400000US36005024700","Census Tract 247; Bronx County; New York","1929","305",
"1400000US36005024800","Census Tract 248; Bronx County; New York","3242","583",
"1400000US36005024900","Census Tract 249; Bronx County; New York","0","13",
"1400000US36005025000","Census Tract 250; Bronx County; New York","2532","565",
"1400000US36005025100","Census Tract 251; Bronx County; New York","6601","978",
"1400000US36005025200","Census Tract 252; Bronx County; New York","2525","415",
"1400000US36005025300","Census Tract 253; Bronx County; New York","6014","923",
"1400000US36005025400","Census Tract 254; Bronx County; New York","2002","272",
"1400000US36005025500","Census Tract 255; Bronx County; New York","7275","1190",
"1400000US36005025600","Census Tract 256; Bronx County; New York","1541","384",
"1400000US36005025700","Census Tract 257; Bronx County; New York","1725","370",
"1400000US36005026100","Census Tract 261; Bronx County; New York","1996","313",
"1400000US36005026300","Census Tract 263; Bronx County; New York","6904","952",
"1400000US36005026400","Census Tract 264; Bronx County; New York","6076","924",
"1400000US36005026500","Census Tract 265; Bronx County; New York","7240","1343",
"1400000US36005026601","Census Tract 266.01; Bronx County; New York","2943","364",
"1400000US36005026602","Census Tract 266.02; Bronx County; New York","5273","1000",
"1400000US36005026701","Census Tract 267.01; Bronx County; New York","3632","773",
"1400000US36005026702","Census Tract 267.02; Bronx County; New York","7869","1191",
"1400000US36005026900","Census Tract 269; Bronx County; New York","3964","631",
"1400000US36005027300","Census Tract 273; Bronx County; New York","7410","1161",
"1400000US36005027401","Census Tract 274.01; Bronx County; New York","4894","681",
"1400000US36005027402","Census Tract 274.02; Bronx County; New York","3512","529",
"1400000US36005027600","Census Tract 276; Bronx County; New York","57","71",
"1400000US36005027700","Census Tract 277; Bronx County; New York","4091","638",
"1400000US36005027900","Census Tract 279; Bronx County; New York","7635","1079",
"1400000US36005028100","Census Tract 281; Bronx County; New York","3490","484",
"1400000US36005028300","Census Tract 283; Bronx County; New York","2932","1039",
"1400000US36005028400","Census Tract 284; Bronx County; New York","517","52",
"1400000US36005028500","Census Tract 285; Bronx County; New York","3619","543",
"1400000US36005028600","Census Tract 286; Bronx County; New York","950","195",
"1400000US36005028700","Census Tract 287; Bronx County; New York","3330","550",
"1400000US36005028800","Census Tract 288; Bronx County; New York","2784","782",
"1400000US36005028900","Census Tract 289; Bronx County; New York","4865","671",
"1400000US36005029301","Census Tract 293.01; Bronx County; New York","1862","172",
"1400000US36005029302","Census Tract 293.02; Bronx County; New York","5475","896",
"1400000US36005029500","Census Tract 295; Bronx County; New York","4609","642",
"1400000US36005029600","Census Tract 296; Bronx County; New York","2171","345",
"1400000US36005029700","Census Tract 297; Bronx County; New York","4047","400",
"1400000US36005030000","Census Tract 300; Bronx County; New York","6702","929",
"1400000US36005030100","Census Tract 301; Bronx County; New York","1567","188",
"1400000US36005030201","Census Tract 302.01; Bronx County; New York","3522","660",
"1400000US36005030202","Census Tract 302.02; Bronx County; New York","5417","1136",
"1400000US36005030701","Census Tract 307.01; Bronx County; New York","5586","945",
"1400000US36005030900","Census Tract 309; Bronx County; New York","3562","311",
"1400000US36005031000","Census Tract 310; Bronx County; New York","4572","641",
"1400000US36005031200","Census Tract 312; Bronx County; New York","1775","409",
"1400000US36005031400","Census Tract 314; Bronx County; New York","2244","338",
"1400000US36005031600","Census Tract 316; Bronx County; New York","1907","313",
"1400000US36005031800","Census Tract 318; Bronx County; New York","1924","316",
"1400000US36005031900","Census Tract 319; Bronx County; New York","773","27",
"1400000US36005032300","Census Tract 323; Bronx County; New York","4583","490",
"1400000US36005032400","Census Tract 324; Bronx County; New York","3091","637",
"1400000US36005032600","Census Tract 326; Bronx County; New York","3350","566",
"1400000US36005032800","Census Tract 328; Bronx County; New York","4003","671",
"1400000US36005033000","Census Tract 330; Bronx County; New York","5278","900",
"1400000US36005033201","Census Tract 332.01; Bronx County; New York","5059","922",
"1400000US36005033202","Census Tract 332.02; Bronx County; New York","3664","477",
"1400000US36005033400","Census Tract 334; Bronx County; New York","38","48",
"1400000US36005033500","Census Tract 335; Bronx County; New York","2085","217",
"1400000US36005033601","Census Tract 336.01; Bronx County; New York","5005","693",
"1400000US36005033602","Census Tract 336.02; Bronx County; New York","1269","330",
"1400000US36005033700","Census Tract 337; Bronx County; New York","2570","472",
"1400000US36005033801","Census Tract 338.01; Bronx County; New York","2262","409",
"1400000US36005033802","Census Tract 338.02; Bronx County; New York","1829","527",
"1400000US36005034000","Census Tract 340; Bronx County; New York","5580","847",
"1400000US36005034200","Census Tract 342; Bronx County; New York","1639","439",
"1400000US36005034300","Census Tract 343; Bronx County; New York","1800","286",
"1400000US36005034400","Census Tract 344; Bronx County; New York","1993","529",
"1400000US36005034500","Census Tract 345; Bronx County; New York","3816","670",
"1400000US36005034800","Census Tract 348; Bronx County; New York","6177","1213",
"1400000US36005035000","Census Tract 350; Bronx County; New York","2093","394",
"1400000US36005035100","Census Tract 351; Bronx County; New York","3836","477",
"1400000US36005035600","Census Tract 356; Bronx County; New York","2195","405",
"1400000US36005035800","Census Tract 358; Bronx County; New York","7781","1281",
"1400000US36005035900","Census Tract 359; Bronx County; New York","2814","373",
"1400000US36005036000","Census Tract 360; Bronx County; New York","3176","494",
"1400000US36005036100","Census Tract 361; Bronx County; New York","5672","947",
"1400000US36005036300","Census Tract 363; Bronx County; New York","6601","1152",
"1400000US36005036400","Census Tract 364; Bronx County; New York","2489","411",
"1400000US36005036501","Census Tract 365.01; Bronx County; New York","4196","696",
"1400000US36005036502","Census Tract 365.02; Bronx County; New York","2600","538",
"1400000US36005036700","Census Tract 367; Bronx County; New York","2440","406",
"1400000US36005036800","Census Tract 368; Bronx County; New York","2282","443",
"1400000US36005036901","Census Tract 369.01; Bronx County; New York","2036","373",
"1400000US36005036902","Census Tract 369.02; Bronx County; New York","2399","257",
"1400000US36005037000","Census Tract 370; Bronx County; New York","2479","487",
"1400000US36005037100","Census Tract 371; Bronx County; New York","4099","635",
"1400000US36005037200","Census Tract 372; Bronx County; New York","2264","414",
"1400000US36005037300","Census Tract 373; Bronx County; New York","6404","1379",
"1400000US36005037400","Census Tract 374; Bronx County; New York","3649","786",
"1400000US36005037504","Census Tract 375.04; Bronx County; New York","3790","556",
"1400000US36005037600","Census Tract 376; Bronx County; New York","2028","291",
"1400000US36005037800","Census Tract 378; Bronx County; New York","2882","600",
"1400000US36005037900","Census Tract 379; Bronx County; New York","6374","1249",
"1400000US36005038000","Census Tract 380; Bronx County; New York","4327","610",
"1400000US36005038100","Census Tract 381; Bronx County; New York","7644","1157",
"1400000US36005038200","Census Tract 382; Bronx County; New York","2879","471",
"1400000US36005038301","Census Tract 383.01; Bronx County; New York","4970","511",
"1400000US36005038303","Census Tract 383.03; Bronx County; New York","3730","689",
"1400000US36005038304","Census Tract 383.04; Bronx County; New York","2138","420",
"1400000US36005038500","Census Tract 385; Bronx County; New York","5401","800",
"1400000US36005038600","Census Tract 386; Bronx County; New York","8233","1412",
"1400000US36005038700","Census Tract 387; Bronx County; New York","3707","526",
"1400000US36005038800","Census Tract 388; Bronx County; New York","2967","443",
"1400000US36005038900","Census Tract 389; Bronx County; New York","5440","688",
"1400000US36005039000","Census Tract 390; Bronx County; New York","2953","712",
"1400000US36005039100","Census Tract 391; Bronx County; New York","7187","1339",
"1400000US36005039200","Census Tract 392; Bronx County; New York","1758","284",
"1400000US36005039300","Census Tract 393; Bronx County; New York","8678","1438",
"1400000US36005039400","Census Tract 394; Bronx County; New York","4613","688",
"1400000US36005039500","Census Tract 395; Bronx County; New York","4597","981",
"1400000US36005039600","Census Tract 396; Bronx County; New York","4205","691",
"1400000US36005039700","Census Tract 397; Bronx County; New York","3771","148",
"1400000US36005039800","Census Tract 398; Bronx County; New York","3802","876",
"1400000US36005039901","Census Tract 399.01; Bronx County; New York","5120","730",
"1400000US36005039902","Census Tract 399.02; Bronx County; New York","5589","837",
"1400000US36005040100","Census Tract 401; Bronx County; New York","4759","711",
"1400000US36005040302","Census Tract 403.02; Bronx County; New York","4921","1470",
"1400000US36005040303","Census Tract 403.03; Bronx County; New York","4291","438",
"1400000US36005040304","Census Tract 403.04; Bronx County; New York","3766","578",
"1400000US36005040400","Census Tract 404; Bronx County; New York","3310","674",
"1400000US36005040501","Census Tract 405.01; Bronx County; New York","4047","645",
"1400000US36005040502","Census Tract 405.02; Bronx County; New York","6590","1069",
