"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2022 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2022 inflation-adjusted dollars)",
"1400000US36005004400","Census Tract 44; Bronx County; New York","17319","5970",
"1400000US36005004600","Census Tract 46; Bronx County; New York","17083","11047",
"1400000US36005004800","Census Tract 48; Bronx County; New York","34436","23748",
"1400000US36005005001","Census Tract 50.01; Bronx County; New York","34087","7093",
"1400000US36005005002","Census Tract 50.02; Bronx County; New York","36598","14617",
"1400000US36005005100","Census Tract 51; Bronx County; New York","22850","3093",
"1400000US36005005200","Census Tract 52; Bronx County; New York","29657","14812",
"1400000US36005005300","Census Tract 53; Bronx County; New York","26437","7350",
"1400000US36005005400","Census Tract 54; Bronx County; New York","48750","9876",
"1400000US36005005600","Census Tract 56; Bronx County; New York","39572","11520",
"1400000US36005005902","Census Tract 59.02; Bronx County; New York","48456","21768",
"1400000US36005006000","Census Tract 60; Bronx County; New York","47375","10498",
"1400000US36005006100","Census Tract 61; Bronx County; New York","66430","14905",
"1400000US36005006200","Census Tract 62; Bronx County; New York","30236","11003",
"1400000US36005006301","Census Tract 63.01; Bronx County; New York","55396","8429",
"1400000US36005006302","Census Tract 63.02; Bronx County; New York","-","**",
"1400000US36005006400","Census Tract 64; Bronx County; New York","24730","18459",
"1400000US36005006500","Census Tract 65; Bronx County; New York","22985","4876",
"1400000US36005006700","Census Tract 67; Bronx County; New York","17390","8525",
"1400000US36005006800","Census Tract 68; Bronx County; New York","29844","9197",
"1400000US36005006900","Census Tract 69; Bronx County; New York","29627","27607",
"1400000US36005007000","Census Tract 70; Bronx County; New York","57905","22828",
"1400000US36005007100","Census Tract 71; Bronx County; New York","44792","9096",
"1400000US36005007200","Census Tract 72; Bronx County; New York","63449","12861",
"1400000US36005007300","Census Tract 73; Bronx County; New York","28166","7789",
"1400000US36005007400","Census Tract 74; Bronx County; New York","53166","15962",
"1400000US36005007500","Census Tract 75; Bronx County; New York","34484","7092",
"1400000US36005007600","Census Tract 76; Bronx County; New York","53784","14371",
"1400000US36005007700","Census Tract 77; Bronx County; New York","48846","15203",
"1400000US36005007800","Census Tract 78; Bronx County; New York","61328","16620",
"1400000US36005007900","Census Tract 79; Bronx County; New York","34604","14454",
"1400000US36005008300","Census Tract 83; Bronx County; New York","50920","5730",
"1400000US36005008400","Census Tract 84; Bronx County; New York","67724","29964",
"1400000US36005008500","Census Tract 85; Bronx County; New York","34543","9611",
"1400000US36005008600","Census Tract 86; Bronx County; New York","23987","10482",
"1400000US36005008700","Census Tract 87; Bronx County; New York","36402","8680",
"1400000US36005008900","Census Tract 89; Bronx County; New York","41484","10791",
"1400000US36005009000","Census Tract 90; Bronx County; New York","33831","6653",
"1400000US36005009200","Census Tract 92; Bronx County; New York","56208","11878",
"1400000US36005009301","Census Tract 93.01; Bronx County; New York","47185","8397",
"1400000US36005009302","Census Tract 93.02; Bronx County; New York","-","**",
"1400000US36005009600","Census Tract 96; Bronx County; New York","53333","7080",
"1400000US36005009800","Census Tract 98; Bronx County; New York","56128","17399",
"1400000US36005011000","Census Tract 110; Bronx County; New York","-","**",
"1400000US36005011502","Census Tract 115.02; Bronx County; New York","28592","7601",
"1400000US36005011701","Census Tract 117.01; Bronx County; New York","33967","13069",
"1400000US36005011702","Census Tract 117.02; Bronx County; New York","-","**",
"1400000US36005011800","Census Tract 118; Bronx County; New York","109396","23099",
"1400000US36005011900","Census Tract 119; Bronx County; New York","34335","4950",
"1400000US36005012101","Census Tract 121.01; Bronx County; New York","55000","10936",
"1400000US36005012102","Census Tract 121.02; Bronx County; New York","43472","24793",
"1400000US36005012300","Census Tract 123; Bronx County; New York","47402","9368",
"1400000US36005012500","Census Tract 125; Bronx County; New York","51875","16531",
"1400000US36005012701","Census Tract 127.01; Bronx County; New York","44667","12046",
"1400000US36005012901","Census Tract 129.01; Bronx County; New York","40575","10342",
"1400000US36005013000","Census Tract 130; Bronx County; New York","59083","22775",
"1400000US36005013100","Census Tract 131; Bronx County; New York","17410","10119",
"1400000US36005013200","Census Tract 132; Bronx County; New York","104651","33900",
"1400000US36005013300","Census Tract 133; Bronx County; New York","34055","12392",
"1400000US36005013500","Census Tract 135; Bronx County; New York","27602","14493",
"1400000US36005013800","Census Tract 138; Bronx County; New York","84042","18048",
"1400000US36005014100","Census Tract 141; Bronx County; New York","35506","5742",
"1400000US36005014300","Census Tract 143; Bronx County; New York","16678","4826",
"1400000US36005014400","Census Tract 144; Bronx County; New York","29213","15107",
"1400000US36005014500","Census Tract 145; Bronx County; New York","27352","11756",
"1400000US36005014701","Census Tract 147.01; Bronx County; New York","25858","12750",
"1400000US36005014702","Census Tract 147.02; Bronx County; New York","21196","8041",
"1400000US36005014900","Census Tract 149; Bronx County; New York","41311","10407",
"1400000US36005015100","Census Tract 151; Bronx County; New York","28618","4126",
"1400000US36005015200","Census Tract 152; Bronx County; New York","77238","12988",
"1400000US36005015300","Census Tract 153; Bronx County; New York","38862","23054",
"1400000US36005015500","Census Tract 155; Bronx County; New York","37168","9809",
"1400000US36005015700","Census Tract 157; Bronx County; New York","39776","8402",
"1400000US36005015800","Census Tract 158; Bronx County; New York","70357","15922",
"1400000US36005015900","Census Tract 159; Bronx County; New York","24485","19458",
"1400000US36005016000","Census Tract 160; Bronx County; New York","96838","16502",
"1400000US36005016100","Census Tract 161; Bronx County; New York","22286","4390",
"1400000US36005016200","Census Tract 162; Bronx County; New York","115278","24943",
"1400000US36005016300","Census Tract 163; Bronx County; New York","-","**",
"1400000US36005016400","Census Tract 164; Bronx County; New York","66912","12409",
"1400000US36005016500","Census Tract 165; Bronx County; New York","46179","9620",
"1400000US36005016600","Census Tract 166; Bronx County; New York","105764","9872",
"1400000US36005016700","Census Tract 167; Bronx County; New York","41500","13302",
"1400000US36005016900","Census Tract 169; Bronx County; New York","50107","12596",
"1400000US36005017100","Census Tract 171; Bronx County; New York","-","**",
"1400000US36005017300","Census Tract 173; Bronx County; New York","17446","13698",
"1400000US36005017500","Census Tract 175; Bronx County; New York","26463","9672",
"1400000US36005017701","Census Tract 177.01; Bronx County; New York","30375","24820",
"1400000US36005017702","Census Tract 177.02; Bronx County; New York","47963","10275",
"1400000US36005017901","Census Tract 179.01; Bronx County; New York","47035","12806",
"1400000US36005017902","Census Tract 179.02; Bronx County; New York","41475","9935",
"1400000US36005018101","Census Tract 181.01; Bronx County; New York","-","**",
"1400000US36005018102","Census Tract 181.02; Bronx County; New York","33950","20162",
"1400000US36005018301","Census Tract 183.01; Bronx County; New York","56508","16771",
"1400000US36005018302","Census Tract 183.02; Bronx County; New York","72540","24441",
"1400000US36005018400","Census Tract 184; Bronx County; New York","117819","12507",
"1400000US36005018501","Census Tract 185.01; Bronx County; New York","50177","31520",
"1400000US36005018502","Census Tract 185.02; Bronx County; New York","21635","9751",
"1400000US36005018900","Census Tract 189; Bronx County; New York","45770","21546",
"1400000US36005019300","Census Tract 193; Bronx County; New York","38663","7532",
"1400000US36005019400","Census Tract 194; Bronx County; New York","70185","8222",
"1400000US36005019500","Census Tract 195; Bronx County; New York","33412","6143",
"1400000US36005019700","Census Tract 197; Bronx County; New York","34871","20517",
"1400000US36005019900","Census Tract 199; Bronx County; New York","35139","19260",
"1400000US36005020000","Census Tract 200; Bronx County; New York","46021","5896",
"1400000US36005020100","Census Tract 201; Bronx County; New York","37433","8172",
"1400000US36005020200","Census Tract 202; Bronx County; New York","53651","8344",
"1400000US36005020400","Census Tract 204; Bronx County; New York","59138","9501",
"1400000US36005020501","Census Tract 205.01; Bronx County; New York","17056","7067",
"1400000US36005020502","Census Tract 205.02; Bronx County; New York","28510","13167",
"1400000US36005020601","Census Tract 206.01; Bronx County; New York","55648","29428",
"1400000US36005020900","Census Tract 209; Bronx County; New York","44769","12679",
"1400000US36005021001","Census Tract 210.01; Bronx County; New York","46269","17864",
"1400000US36005021002","Census Tract 210.02; Bronx County; New York","71397","11057",
"1400000US36005021100","Census Tract 211; Bronx County; New York","42077","10734",
"1400000US36005021200","Census Tract 212; Bronx County; New York","66329","8114",
"1400000US36005021301","Census Tract 213.01; Bronx County; New York","34470","22198",
"1400000US36005021302","Census Tract 213.02; Bronx County; New York","23639","13275",
"1400000US36005021501","Census Tract 215.01; Bronx County; New York","39756","13789",
"1400000US36005021502","Census Tract 215.02; Bronx County; New York","19904","13816",
"1400000US36005021601","Census Tract 216.01; Bronx County; New York","45156","21611",
"1400000US36005021602","Census Tract 216.02; Bronx County; New York","60286","8297",
"1400000US36005021700","Census Tract 217; Bronx County; New York","40394","9133",
"1400000US36005021800","Census Tract 218; Bronx County; New York","55804","19426",
"1400000US36005021900","Census Tract 219; Bronx County; New York","45906","7319",
"1400000US36005022000","Census Tract 220; Bronx County; New York","32174","7589",
"1400000US36005022101","Census Tract 221.01; Bronx County; New York","55078","13148",
"1400000US36005022102","Census Tract 221.02; Bronx County; New York","50051","13940",
"1400000US36005022200","Census Tract 222; Bronx County; New York","52734","14864",
"1400000US36005022300","Census Tract 223; Bronx County; New York","33646","11458",
"1400000US36005022401","Census Tract 224.01; Bronx County; New York","63571","21952",
"1400000US36005022403","Census Tract 224.03; Bronx County; New York","88534","11461",
"1400000US36005022404","Census Tract 224.04; Bronx County; New York","66121","12201",
"1400000US36005022500","Census Tract 225; Bronx County; New York","52834","8619",
"1400000US36005022701","Census Tract 227.01; Bronx County; New York","31500","11196",
"1400000US36005022702","Census Tract 227.02; Bronx County; New York","27165","5451",
"1400000US36005022703","Census Tract 227.03; Bronx County; New York","75489","12755",
"1400000US36005022800","Census Tract 228; Bronx County; New York","86549","24124",
"1400000US36005022901","Census Tract 229.01; Bronx County; New York","50023","11421",
"1400000US36005022902","Census Tract 229.02; Bronx County; New York","51964","21938",
"1400000US36005023000","Census Tract 230; Bronx County; New York","55625","8594",
"1400000US36005023100","Census Tract 231; Bronx County; New York","55179","13949",
"1400000US36005023200","Census Tract 232; Bronx County; New York","55288","13473",
"1400000US36005023301","Census Tract 233.01; Bronx County; New York","31887","16189",
"1400000US36005023302","Census Tract 233.02; Bronx County; New York","52092","9539",
"1400000US36005023501","Census Tract 235.01; Bronx County; New York","39419","22415",
"1400000US36005023502","Census Tract 235.02; Bronx County; New York","49286","13512",
"1400000US36005023600","Census Tract 236; Bronx County; New York","73152","27388",
"1400000US36005023702","Census Tract 237.02; Bronx County; New York","53304","36716",
"1400000US36005023703","Census Tract 237.03; Bronx County; New York","21551","11867",
"1400000US36005023704","Census Tract 237.04; Bronx County; New York","34875","20625",
"1400000US36005023800","Census Tract 238; Bronx County; New York","72198","14626",
"1400000US36005023900","Census Tract 239; Bronx County; New York","46927","13663",
"1400000US36005024000","Census Tract 240; Bronx County; New York","76250","50252",
"1400000US36005024100","Census Tract 241; Bronx County; New York","45425","8370",
"1400000US36005024300","Census Tract 243; Bronx County; New York","29747","14888",
"1400000US36005024400","Census Tract 244; Bronx County; New York","58603","18659",
"1400000US36005024501","Census Tract 245.01; Bronx County; New York","43504","5751",
"1400000US36005024502","Census Tract 245.02; Bronx County; New York","33333","14053",
"1400000US36005024600","Census Tract 246; Bronx County; New York","86932","18947",
"1400000US36005024700","Census Tract 247; Bronx County; New York","50993","11293",
"1400000US36005024800","Census Tract 248; Bronx County; New York","64961","29945",
"1400000US36005024900","Census Tract 249; Bronx County; New York","-","**",
"1400000US36005025000","Census Tract 250; Bronx County; New York","98700","22603",
"1400000US36005025100","Census Tract 251; Bronx County; New York","44845","7598",
"1400000US36005025200","Census Tract 252; Bronx County; New York","85192","19751",
"1400000US36005025300","Census Tract 253; Bronx County; New York","49906","15848",
"1400000US36005025400","Census Tract 254; Bronx County; New York","78500","26803",
"1400000US36005025500","Census Tract 255; Bronx County; New York","39231","23948",
"1400000US36005025600","Census Tract 256; Bronx County; New York","51053","18281",
"1400000US36005025700","Census Tract 257; Bronx County; New York","57241","17458",
"1400000US36005026100","Census Tract 261; Bronx County; New York","61552","24477",
"1400000US36005026300","Census Tract 263; Bronx County; New York","37361","21668",
"1400000US36005026400","Census Tract 264; Bronx County; New York","70463","30397",
"1400000US36005026500","Census Tract 265; Bronx County; New York","57900","11056",
"1400000US36005026601","Census Tract 266.01; Bronx County; New York","47778","9542",
"1400000US36005026602","Census Tract 266.02; Bronx County; New York","46069","15897",
"1400000US36005026701","Census Tract 267.01; Bronx County; New York","49167","12042",
"1400000US36005026702","Census Tract 267.02; Bronx County; New York","65500","21235",
"1400000US36005026900","Census Tract 269; Bronx County; New York","27374","16546",
"1400000US36005027300","Census Tract 273; Bronx County; New York","54396","16670",
"1400000US36005027401","Census Tract 274.01; Bronx County; New York","89925","42745",
"1400000US36005027402","Census Tract 274.02; Bronx County; New York","101142","20114",
"1400000US36005027600","Census Tract 276; Bronx County; New York","-","**",
"1400000US36005027700","Census Tract 277; Bronx County; New York","29939","11403",
"1400000US36005027900","Census Tract 279; Bronx County; New York","57129","17459",
"1400000US36005028100","Census Tract 281; Bronx County; New York","67917","23329",
"1400000US36005028300","Census Tract 283; Bronx County; New York","-","**",
"1400000US36005028400","Census Tract 284; Bronx County; New York","-","**",
"1400000US36005028500","Census Tract 285; Bronx County; New York","70543","11249",
"1400000US36005028600","Census Tract 286; Bronx County; New York","87917","40661",
"1400000US36005028700","Census Tract 287; Bronx County; New York","68370","26966",
"1400000US36005028800","Census Tract 288; Bronx County; New York","86757","20022",
"1400000US36005028900","Census Tract 289; Bronx County; New York","53138","6081",
"1400000US36005029301","Census Tract 293.01; Bronx County; New York","137917","45935",
"1400000US36005029302","Census Tract 293.02; Bronx County; New York","121250","19342",
"1400000US36005029500","Census Tract 295; Bronx County; New York","95435","15362",
"1400000US36005029600","Census Tract 296; Bronx County; New York","55486","4837",
"1400000US36005029700","Census Tract 297; Bronx County; New York","97132","28897",
"1400000US36005030000","Census Tract 300; Bronx County; New York","90307","17607",
"1400000US36005030100","Census Tract 301; Bronx County; New York","81351","8093",
"1400000US36005030201","Census Tract 302.01; Bronx County; New York","68948","9683",
"1400000US36005030202","Census Tract 302.02; Bronx County; New York","59107","19338",
"1400000US36005030701","Census Tract 307.01; Bronx County; New York","134700","12528",
"1400000US36005030900","Census Tract 309; Bronx County; New York","116417","57884",
"1400000US36005031000","Census Tract 310; Bronx County; New York","121617","32163",
"1400000US36005031200","Census Tract 312; Bronx County; New York","118529","24216",
"1400000US36005031400","Census Tract 314; Bronx County; New York","115368","26894",
"1400000US36005031600","Census Tract 316; Bronx County; New York","97202","31389",
"1400000US36005031800","Census Tract 318; Bronx County; New York","91625","22304",
"1400000US36005031900","Census Tract 319; Bronx County; New York","-","**",
"1400000US36005032300","Census Tract 323; Bronx County; New York","96678","9362",
"1400000US36005032400","Census Tract 324; Bronx County; New York","40239","19204",
"1400000US36005032600","Census Tract 326; Bronx County; New York","104870","12026",
"1400000US36005032800","Census Tract 328; Bronx County; New York","46648","15196",
"1400000US36005033000","Census Tract 330; Bronx County; New York","44785","11858",
"1400000US36005033201","Census Tract 332.01; Bronx County; New York","37898","26009",
"1400000US36005033202","Census Tract 332.02; Bronx County; New York","42114","9443",
"1400000US36005033400","Census Tract 334; Bronx County; New York","-","**",
"1400000US36005033500","Census Tract 335; Bronx County; New York","107054","34074",
"1400000US36005033601","Census Tract 336.01; Bronx County; New York","27674","13510",
"1400000US36005033602","Census Tract 336.02; Bronx County; New York","58947","12940",
"1400000US36005033700","Census Tract 337; Bronx County; New York","144886","37518",
"1400000US36005033801","Census Tract 338.01; Bronx County; New York","68330","3307",
"1400000US36005033802","Census Tract 338.02; Bronx County; New York","69960","15415",
"1400000US36005034000","Census Tract 340; Bronx County; New York","64727","15378",
"1400000US36005034200","Census Tract 342; Bronx County; New York","67809","6582",
"1400000US36005034300","Census Tract 343; Bronx County; New York","87950","17207",
"1400000US36005034400","Census Tract 344; Bronx County; New York","73438","26741",
"1400000US36005034500","Census Tract 345; Bronx County; New York","118583","19607",
"1400000US36005034800","Census Tract 348; Bronx County; New York","47593","15335",
"1400000US36005035000","Census Tract 350; Bronx County; New York","69178","17264",
"1400000US36005035100","Census Tract 351; Bronx County; New York","110513","22645",
"1400000US36005035600","Census Tract 356; Bronx County; New York","98523","53613",
"1400000US36005035800","Census Tract 358; Bronx County; New York","85804","12595",
"1400000US36005035900","Census Tract 359; Bronx County; New York","24823","3515",
"1400000US36005036000","Census Tract 360; Bronx County; New York","96250","20902",
"1400000US36005036100","Census Tract 361; Bronx County; New York","24728","15806",
"1400000US36005036300","Census Tract 363; Bronx County; New York","26524","11492",
"1400000US36005036400","Census Tract 364; Bronx County; New York","62188","31980",
"1400000US36005036501","Census Tract 365.01; Bronx County; New York","41287","6712",
"1400000US36005036502","Census Tract 365.02; Bronx County; New York","31729","6082",
"1400000US36005036700","Census Tract 367; Bronx County; New York","-","**",
"1400000US36005036800","Census Tract 368; Bronx County; New York","66563","41509",
"1400000US36005036901","Census Tract 369.01; Bronx County; New York","25469","11949",
"1400000US36005036902","Census Tract 369.02; Bronx County; New York","15000","11115",
"1400000US36005037000","Census Tract 370; Bronx County; New York","82039","18278",
"1400000US36005037100","Census Tract 371; Bronx County; New York","21250","16289",
"1400000US36005037200","Census Tract 372; Bronx County; New York","68030","5993",
"1400000US36005037300","Census Tract 373; Bronx County; New York","50232","19185",
"1400000US36005037400","Census Tract 374; Bronx County; New York","36398","7332",
"1400000US36005037504","Census Tract 375.04; Bronx County; New York","29330","19809",
"1400000US36005037600","Census Tract 376; Bronx County; New York","69345","14945",
"1400000US36005037800","Census Tract 378; Bronx County; New York","43333","33961",
"1400000US36005037900","Census Tract 379; Bronx County; New York","35431","15978",
"1400000US36005038000","Census Tract 380; Bronx County; New York","41942","8280",
"1400000US36005038100","Census Tract 381; Bronx County; New York","36722","9356",
"1400000US36005038200","Census Tract 382; Bronx County; New York","73077","29608",
"1400000US36005038301","Census Tract 383.01; Bronx County; New York","47394","9476",
"1400000US36005038303","Census Tract 383.03; Bronx County; New York","26837","8941",
"1400000US36005038304","Census Tract 383.04; Bronx County; New York","20625","11495",
"1400000US36005038500","Census Tract 385; Bronx County; New York","24605","3984",
"1400000US36005038600","Census Tract 386; Bronx County; New York","62340","15906",
"1400000US36005038700","Census Tract 387; Bronx County; New York","42174","9316",
"1400000US36005038800","Census Tract 388; Bronx County; New York","63341","14588",
"1400000US36005038900","Census Tract 389; Bronx County; New York","42574","12282",
"1400000US36005039000","Census Tract 390; Bronx County; New York","59758","30577",
"1400000US36005039100","Census Tract 391; Bronx County; New York","31769","8812",
"1400000US36005039200","Census Tract 392; Bronx County; New York","61458","8186",
"1400000US36005039300","Census Tract 393; Bronx County; New York","31107","8915",
"1400000US36005039400","Census Tract 394; Bronx County; New York","62712","22279",
"1400000US36005039500","Census Tract 395; Bronx County; New York","23194","13926",
